,formattedPrice,Neighborhood,Year Built
753,"$62,500.00",OldTown,1922
754,"$149,000.00",IDOTRR,1927
755,"$103,000.00",IDOTRR,1925
756,"$123,000.00",OldTown,1915
757,"$97,500.00",OldTown,1902
758,"$135,000.00",IDOTRR,1927
759,"$70,000.00",IDOTRR,1923
760,"$116,000.00",IDOTRR,1915
761,"$88,750.00",Sawyer,1946
762,"$179,000.00",Edwards,1987
763,"$179,000.00",Edwards,1987
764,"$159,900.00",Edwards,1978
765,"$61,000.00",Edwards,1922
766,"$103,600.00",Edwards,1925
767,"$63,000.00",Edwards,1934
768,"$175,000.00",Sawyer,1963
769,"$139,000.00",Sawyer,1963
770,"$172,500.00",Sawyer,1978
771,"$113,500.00",Sawyer,1967
772,"$130,000.00",Sawyer,1967
773,"$149,900.00",Sawyer,1978
774,"$134,900.00",Sawyer,1982
775,"$137,000.00",Sawyer,1982
776,"$139,000.00",Sawyer,1962
777,"$165,000.00",Sawyer,1961
778,"$148,000.00",Sawyer,1960
779,"$165,000.00",ClearCr,1956
780,"$63,900.00",Sawyer,1947
781,"$161,500.00",ClearCr,1957
782,"$143,000.00",ClearCr,1968
783,"$135,000.00",Edwards,1956
784,"$82,500.00",Edwards,1940
785,"$190,000.00",ClearCr,1955
786,"$139,600.00",Edwards,1955
787,"$122,000.00",Edwards,1954
788,"$127,500.00",Edwards,1956
789,"$121,500.00",Edwards,1956
790,"$60,000.00",Edwards,1958
791,"$154,400.00",Edwards,1946
792,"$113,000.00",Edwards,1941
793,"$125,000.00",Edwards,1954
794,"$84,000.00",Edwards,1957
795,"$139,500.00",Edwards,1984
796,"$131,000.00",Edwards,1949
797,"$105,000.00",Edwards,1939
798,"$108,000.00",Edwards,1940
799,"$162,000.00",SawyerW,1990
800,"$156,500.00",SawyerW,1983
801,"$316,600.00",SawyerW,1983
802,"$271,900.00",SawyerW,1990
803,"$213,000.00",SawyerW,1993
804,"$239,900.00",SawyerW,1993
805,"$239,500.00",SawyerW,1995
806,"$131,000.00",SawyerW,1880
807,"$118,964.00",SawyerW,1979
808,"$153,337.00",SawyerW,1979
809,"$147,983.00",SawyerW,1979
810,"$118,858.00",SawyerW,1979
811,"$118,858.00",SawyerW,1979
812,"$142,953.00",SawyerW,1979
813,"$148,325.00",SawyerW,1979
814,"$113,722.00",SawyerW,1979
815,"$269,500.00",SawyerW,2000
816,"$269,500.00",SawyerW,2000
817,"$269,500.00",SawyerW,2000
818,"$323,262.00",CollgCr,2009
819,"$297,000.00",CollgCr,2007
820,"$295,493.00",CollgCr,2008
821,"$332,000.00",CollgCr,2008
822,"$239,900.00",CollgCr,2008
823,"$212,000.00",CollgCr,2007
824,"$272,500.00",CollgCr,2007
825,"$239,000.00",CollgCr,2007
826,"$220,000.00",CollgCr,2006
827,"$200,000.00",CollgCr,2007
828,"$221,800.00",CollgCr,2008
829,"$194,500.00",CollgCr,2007
830,"$237,000.00",CollgCr,2005
831,"$173,000.00",CollgCr,2005
832,"$275,000.00",SawyerW,1989
833,"$233,500.00",ClearCr,1992
834,"$185,000.00",ClearCr,1967
835,"$152,000.00",CollgCr,1996
836,"$143,000.00",CollgCr,1994
837,"$231,500.00",CollgCr,1997
838,"$212,000.00",CollgCr,1996
839,"$207,000.00",CollgCr,1998
840,"$145,000.00",CollgCr,1994
841,"$138,000.00",CollgCr,1994
842,"$197,900.00",CollgCr,1998
843,"$204,000.00",CollgCr,1999
844,"$192,000.00",CollgCr,1999
845,"$200,000.00",CollgCr,1998
846,"$195,000.00",CollgCr,2002
847,"$227,000.00",CollgCr,2002
848,"$230,000.00",CollgCr,2001
849,"$187,100.00",CollgCr,2001
850,"$203,000.00",CollgCr,2002
851,"$201,000.00",CollgCr,2001
852,"$124,000.00",CollgCr,1978
853,"$140,000.00",CollgCr,1978
854,"$134,900.00",CollgCr,1979
855,"$150,500.00",CollgCr,1977
856,"$136,500.00",CollgCr,1978
857,"$143,500.00",CollgCr,1977
858,"$133,500.00",CollgCr,1972
859,"$123,000.00",CollgCr,1972
860,"$133,900.00",CollgCr,1972
861,"$133,000.00",CollgCr,1972
862,"$250,000.00",CollgCr,2002
863,"$254,750.00",CollgCr,2003
864,"$236,500.00",CollgCr,2001
865,"$261,500.00",CollgCr,2001
866,"$313,000.00",CollgCr,2000
867,"$198,500.00",CollgCr,2002
868,"$211,000.00",CollgCr,2001
869,"$220,000.00",CollgCr,1999
870,"$203,000.00",CollgCr,1996
871,"$279,500.00",CollgCr,2002
872,"$210,000.00",CollgCr,1997
873,"$219,500.00",CollgCr,1997
874,"$191,000.00",CollgCr,1996
875,"$178,000.00",CollgCr,2001
876,"$213,000.00",CollgCr,2000
877,"$144,000.00",CollgCr,2003
878,"$140,000.00",CollgCr,2003
879,"$293,200.00",CollgCr,2007
880,"$190,000.00",CollgCr,2004
881,"$190,000.00",CollgCr,2004
882,"$173,500.00",CollgCr,2005
883,"$170,000.00",CollgCr,2007
884,"$108,000.00",Edwards,1949
885,"$167,000.00",Edwards,1964
886,"$100,000.00",Edwards,1938
887,"$198,500.00",Edwards,2003
888,"$159,500.00",Edwards,1977
889,"$127,000.00",Edwards,1960
890,"$125,000.00",Edwards,1976
891,"$320,000.00",Edwards,2007
892,"$145,500.00",Edwards,2005
893,"$118,000.00",Edwards,1947
894,"$85,000.00",Edwards,1959
895,"$120,000.00",Edwards,1950
896,"$98,000.00",Edwards,1945
897,"$99,900.00",Edwards,1922
898,"$82,000.00",Edwards,1952
899,"$119,900.00",Edwards,1959
900,"$103,500.00",Edwards,1956
901,"$112,000.00",Edwards,1956
902,"$110,000.00",Edwards,1920
903,"$122,000.00",Edwards,1941
904,"$117,000.00",Edwards,1941
905,"$160,000.00",SWISU,1938
906,"$159,434.00",SWISU,1932
907,"$60,000.00",SWISU,1920
908,"$139,500.00",SWISU,1940
909,"$197,000.00",SWISU,1920
910,"$105,000.00",SWISU,1935
911,"$135,000.00",SWISU,1928
912,"$147,500.00",Crawfor,1916
913,"$137,450.00",SWISU,1925
914,"$155,000.00",SWISU,1936
915,"$177,000.00",Crawfor,1928
916,"$145,000.00",SWISU,1928
917,"$137,000.00",Crawfor,1918
918,"$234,000.00",Crawfor,1926
919,"$205,000.00",Crawfor,1940
920,"$177,500.00",Crawfor,1942
921,"$160,000.00",Crawfor,1940
922,"$155,000.00",Crawfor,1960
923,"$163,500.00",Crawfor,1921
924,"$154,900.00",Crawfor,1921
925,"$205,000.00",Crawfor,1940
926,"$144,800.00",Crawfor,1954
927,"$174,500.00",Crawfor,1941
928,"$193,000.00",Crawfor,1960
929,"$158,000.00",Crawfor,1949
930,"$158,500.00",Crawfor,1950
931,"$224,000.00",Crawfor,1954
932,"$115,000.00",Blueste,1980
933,"$137,000.00",Blueste,1980
934,"$121,000.00",Blueste,1980
935,"$124,000.00",Blueste,1980
936,"$208,000.00",Crawfor,1986
937,"$315,000.00",Crawfor,1971
938,"$222,000.00",Crawfor,1988
939,"$147,000.00",IDOTRR,1920
940,"$123,000.00",IDOTRR,1900
941,"$78,000.00",IDOTRR,1920
942,"$85,000.00",IDOTRR,1915
943,"$75,000.00",IDOTRR,1925
944,"$230,000.00",Crawfor,2007
945,"$57,625.00",IDOTRR,1910
946,"$251,000.00",Mitchel,2000
947,"$239,686.00",Mitchel,2003
948,"$240,000.00",Mitchel,2004
949,"$215,000.00",Mitchel,2001
950,"$156,450.00",Mitchel,1977
951,"$173,000.00",Mitchel,1977
952,"$126,000.00",Mitchel,1977
953,"$173,000.00",Mitchel,1990
954,"$152,000.00",Mitchel,1991
955,"$137,500.00",Timber,1958
956,"$375,000.00",Timber,1965
957,"$315,500.00",Timber,2007
958,"$224,500.00",Timber,2009
959,"$410,000.00",Timber,2008
960,"$316,500.00",Timber,2008
961,"$201,000.00",Timber,2007
962,"$175,000.00",Timber,1988
963,"$204,000.00",Timber,1980
964,"$213,500.00",Timber,1987
965,"$220,000.00",Timber,2001
966,"$170,000.00",Timber,2003
967,"$315,000.00",Timber,2006
968,"$425,000.00",Timber,2007
969,"$139,500.00",Mitchel,1968
970,"$115,000.00",Mitchel,1960
971,"$162,000.00",Mitchel,1998
972,"$165,000.00",Mitchel,1999
973,"$91,000.00",MeadowV,1973
974,"$130,000.00",Mitchel,1968
975,"$86,000.00",MeadowV,1970
976,"$160,000.00",Mitchel,1969
977,"$80,000.00",MeadowV,1970
978,"$97,000.00",MeadowV,1970
979,"$88,000.00",MeadowV,1970
980,"$131,900.00",Mitchel,1972
981,"$131,250.00",Mitchel,1993
982,"$165,500.00",Mitchel,1978
983,"$112,000.00",Mitchel,1985
984,"$149,000.00",Mitchel,1992
985,"$143,000.00",Mitchel,1993
986,"$130,000.00",Mitchel,1992
987,"$196,000.00",Mitchel,1977
988,"$173,000.00",Mitchel,1969
989,"$176,500.00",NAmes,1958
990,"$237,500.00",NAmes,1970
991,"$206,900.00",NAmes,1969
992,"$187,500.00",Gilbert,1997
993,"$165,000.00",Gilbert,1995
994,"$195,500.00",Gilbert,1998
995,"$192,000.00",Gilbert,1998
996,"$173,000.00",Gilbert,1996
997,"$177,900.00",Gilbert,1996
998,"$175,000.00",Gilbert,1996
999,"$286,000.00",StoneBr,2001
1000,"$247,900.00",StoneBr,1997
1001,"$180,000.00",StoneBr,1993
1002,"$180,000.00",StoneBr,1992
1003,"$181,000.00",Gilbert,1997
1004,"$183,000.00",Gilbert,1998
1005,"$188,000.00",Gilbert,1995
1006,"$194,500.00",Gilbert,1994
1007,"$185,000.00",Gilbert,1991
1008,"$189,000.00",StoneBr,1988
1009,"$188,500.00",StoneBr,1989
1010,"$355,000.00",StoneBr,2005
1011,"$325,000.00",StoneBr,2005
1012,"$387,000.00",StoneBr,2004
1013,"$115,000.00",Gilbert,1952
1014,"$334,000.00",StoneBr,2007
1015,"$133,000.00",Gilbert,1950
1016,"$215,000.00",NWAmes,1986
1017,"$226,500.00",NWAmes,1988
1018,"$175,500.00",NWAmes,1981
1019,"$181,900.00",NWAmes,1983
1020,"$235,000.00",NWAmes,1978
1021,"$220,000.00",NWAmes,1979
1022,"$272,000.00",NWAmes,1977
1023,"$161,000.00",NWAmes,1976
1024,"$175,000.00",NWAmes,1977
1025,"$185,000.00",NWAmes,1980
1026,"$146,900.00",NWAmes,1969
1027,"$292,500.00",NWAmes,1978
1028,"$180,000.00",NWAmes,1976
1029,"$159,900.00",NWAmes,1976
1030,"$205,000.00",NWAmes,1976
1031,"$157,000.00",NWAmes,1973
1032,"$306,000.00",NWAmes,1996
1033,"$133,000.00",NAmes,1974
1034,"$151,000.00",NAmes,1969
1035,"$111,900.00",NAmes,1969
1036,"$123,000.00",NAmes,1971
1037,"$111,250.00",NAmes,1972
1038,"$181,000.00",NAmes,1998
1039,"$103,400.00",BrDale,1973
1040,"$100,000.00",BrDale,1973
1041,"$100,500.00",BrDale,1972
1042,"$106,000.00",BrDale,1970
1043,"$85,400.00",BrDale,1971
1044,"$89,500.00",BrDale,1971
1045,"$111,750.00",BrDale,1972
1046,"$140,000.00",NPkVill,1977
1047,"$143,000.00",NPkVill,1975
1048,"$148,500.00",NPkVill,1977
1049,"$110,000.00",NAmes,1966
1050,"$394,617.00",NridgHt,2008
1051,"$426,000.00",NridgHt,2007
1052,"$385,000.00",NridgHt,2007
1053,"$446,261.00",NridgHt,2008
1054,"$317,500.00",NridgHt,2007
1055,"$372,402.00",NridgHt,2007
1056,"$417,500.00",NridgHt,2007
1057,"$383,000.00",NridgHt,2007
1058,"$390,000.00",NridgHt,2006
1059,"$460,000.00",NridgHt,2005
1060,"$379,000.00",NridgHt,2005
1061,"$250,000.00",NridgHt,2007
1062,"$316,000.00",NridgHt,2004
1063,"$615,000.00",NridgHt,2003
1064,"$412,500.00",NridgHt,2003
1065,"$284,000.00",NridgHt,2003
1066,"$284,000.00",NridgHt,2003
1067,"$421,250.00",NridgHt,2001
1068,"$370,000.00",NridgHt,2003
1069,"$336,860.00",NridgHt,2008
1070,"$367,294.00",NridgHt,2008
1071,"$192,000.00",NridgHt,2005
1072,"$274,000.00",NridgHt,2003
1073,"$266,000.00",NridgHt,2005
1074,"$370,967.00",NridgHt,2007
1075,"$234,250.00",NridgHt,2006
1076,"$219,500.00",NridgHt,2006
1077,"$155,000.00",NridgHt,2003
1078,"$154,000.00",NridgHt,2003
1079,"$207,000.00",NridgHt,2004
1080,"$195,000.00",Blmngtn,2003
1081,"$219,990.00",Blmngtn,2004
1082,"$191,000.00",Blmngtn,2005
1083,"$159,895.00",Blmngtn,2007
1084,"$187,687.00",Blmngtn,2007
1085,"$179,000.00",Gilbert,2004
1086,"$193,000.00",Gilbert,2004
1087,"$190,000.00",Gilbert,2005
1088,"$176,000.00",Gilbert,2005
1089,"$188,000.00",Gilbert,2002
1090,"$213,000.00",Gilbert,2003
1091,"$217,300.00",NridgHt,2007
1092,"$186,500.00",Gilbert,2000
1093,"$226,750.00",Gilbert,2000
1094,"$184,000.00",Gilbert,2004
1095,"$176,000.00",Gilbert,2002
1096,"$225,000.00",Gilbert,1999
1097,"$185,900.00",Gilbert,1999
1098,"$284,500.00",NoRidge,1997
1099,"$315,000.00",NoRidge,1998
1100,"$250,000.00",NoRidge,2000
1101,"$291,000.00",NoRidge,2000
1102,"$350,000.00",NoRidge,1998
1103,"$279,500.00",NoRidge,1996
1104,"$290,000.00",NoRidge,1995
1105,"$350,000.00",NoRidge,1995
1106,"$341,000.00",NoRidge,1993
1107,"$287,500.00",NoRidge,1993
1108,"$271,000.00",NoRidge,1994
1109,"$301,500.00",NoRidge,1994
1110,"$235,128.00",Somerst,2007
1111,"$214,000.00",Somerst,2007
1112,"$232,000.00",Somerst,2006
1113,"$240,000.00",Somerst,2006
1114,"$264,132.00",Somerst,2008
1115,"$245,000.00",Somerst,2007
1116,"$227,680.00",Somerst,2008
1117,"$257,000.00",Somerst,2007
1118,"$297,900.00",Somerst,2007
1119,"$247,000.00",Somerst,2006
1120,"$212,700.00",Somerst,2007
1121,"$250,580.00",Somerst,2007
1122,"$182,000.00",Somerst,2007
1123,"$226,700.00",Somerst,2005
1124,"$250,000.00",Somerst,2003
1125,"$250,000.00",Somerst,2005
1126,"$339,750.00",Somerst,2007
1127,"$205,950.00",Somerst,2007
1128,"$256,000.00",Somerst,2007
1129,"$230,348.00",Somerst,2007
1130,"$207,500.00",Somerst,2003
1131,"$141,000.00",SawyerW,2004
1132,"$188,000.00",SawyerW,2003
1133,"$192,500.00",SawyerW,2003
1134,"$146,000.00",SawyerW,2005
1135,"$159,000.00",SawyerW,2004
1136,"$155,000.00",SawyerW,2003
1137,"$173,000.00",SawyerW,2004
1138,"$170,000.00",SawyerW,2007
1139,"$182,000.00",SawyerW,1995
1140,"$163,000.00",SawyerW,1993
1141,"$193,500.00",SawyerW,1994
1142,"$189,000.00",SawyerW,1994
1143,"$190,500.00",SawyerW,2001
1144,"$175,000.00",SawyerW,1992
1145,"$179,200.00",SawyerW,1991
1146,"$187,000.00",SawyerW,1993
1147,"$193,000.00",SawyerW,1993
1148,"$153,900.00",SawyerW,1993
1149,"$128,000.00",Sawyer,1963
1150,"$144,000.00",Sawyer,1962
1151,"$135,000.00",Sawyer,1961
1152,"$115,000.00",Sawyer,1968
1153,"$119,916.00",Sawyer,1963
1154,"$142,000.00",Sawyer,1961
1155,"$192,000.00",Veenker,1974
1156,"$140,000.00",Sawyer,1972
1157,"$290,000.00",NoRidge,1990
1158,"$372,500.00",NoRidge,1993
1159,"$196,000.00",Somerst,2004
1160,"$171,900.00",Somerst,2006
1161,"$178,000.00",Somerst,2004
1162,"$165,000.00",Somerst,2005
1163,"$146,000.00",Somerst,2007
1164,"$146,000.00",Somerst,2007
1165,"$179,400.00",Somerst,1999
1166,"$172,900.00",Somerst,1999
1167,"$300,000.00",Somerst,2000
1168,"$285,000.00",Somerst,2001
1169,"$290,000.00",Somerst,2001
1170,"$305,000.00",Somerst,1999
1171,"$328,900.00",Somerst,1999
1172,"$160,000.00",Somerst,1999
1173,"$170,000.00",Somerst,1999
1174,"$223,000.00",Somerst,2001
1175,"$170,000.00",Somerst,1999
1176,"$200,000.00",Somerst,1999
1177,"$345,000.00",Somerst,1998
1178,"$245,500.00",Veenker,1996
1179,"$217,500.00",Veenker,1995
1180,"$324,000.00",Veenker,1993
1181,"$162,500.00",Veenker,1984
1182,"$150,000.00",Veenker,1977
1183,"$290,000.00",Veenker,1976
1184,"$205,000.00",Somerst,2002
1185,"$174,000.00",NWAmes,1970
1186,"$183,000.00",NWAmes,1969
1187,"$150,000.00",NWAmes,1968
1188,"$145,000.00",NWAmes,1971
1189,"$215,000.00",NWAmes,1967
1190,"$140,500.00",NWAmes,1965
1191,"$240,000.00",NWAmes,1974
1192,"$141,000.00",NAmes,1968
1193,"$147,000.00",NAmes,1965
1194,"$135,000.00",NAmes,1965
1195,"$145,000.00",NAmes,1965
1196,"$142,600.00",NAmes,1965
1197,"$135,000.00",NWAmes,1973
1198,"$170,000.00",NWAmes,1971
1199,"$299,800.00",NWAmes,1976
1200,"$185,000.00",NWAmes,1974
1201,"$173,000.00",NWAmes,1966
1202,"$178,400.00",NAmes,1961
1203,"$176,000.00",NWAmes,1968
1204,"$98,000.00",NAmes,1956
1205,"$109,008.00",NAmes,1957
1206,"$135,750.00",NAmes,1956
1207,"$155,000.00",NAmes,1963
1208,"$180,500.00",NAmes,1964
1209,"$174,900.00",NAmes,1966
1210,"$140,000.00",NAmes,1965
1211,"$145,000.00",NAmes,1964
1212,"$179,900.00",NAmes,1965
1213,"$168,500.00",NAmes,1964
1214,"$140,000.00",NAmes,1961
1215,"$145,500.00",NAmes,1959
1216,"$142,000.00",NAmes,1959
1217,"$141,000.00",NAmes,1960
1218,"$153,000.00",NAmes,1960
1219,"$72,500.00",BrkSide,1949
1220,"$52,000.00",BrkSide,1935
1221,"$118,000.00",BrkSide,1939
1222,"$87,000.00",BrkSide,1937
1223,"$141,500.00",NAmes,1960
1224,"$119,000.00",NAmes,1950
1225,"$141,500.00",NAmes,1950
1226,"$165,500.00",NAmes,1955
1227,"$112,900.00",NAmes,1953
1228,"$201,800.00",NAmes,1965
1229,"$163,000.00",NAmes,1961
1230,"$139,950.00",NAmes,1961
1231,"$174,000.00",NAmes,1962
1232,"$165,000.00",NAmes,1962
1233,"$227,000.00",NAmes,1966
1234,"$135,000.00",NAmes,1955
1235,"$124,000.00",NAmes,1963
1236,"$140,000.00",NAmes,1962
1237,"$136,500.00",NAmes,1957
1238,"$185,000.00",NAmes,1959
1239,"$163,000.00",NAmes,1958
1240,"$166,800.00",NAmes,1958
1241,"$139,000.00",NAmes,1956
1242,"$166,000.00",NAmes,1957
1243,"$136,000.00",NAmes,1958
1244,"$133,000.00",NAmes,1956
1245,"$116,000.00",NAmes,1952
1246,"$137,500.00",NAmes,1953
1247,"$130,000.00",NAmes,1953
1248,"$180,000.00",NAmes,1957
1249,"$139,000.00",NAmes,1951
1250,"$110,000.00",NAmes,1953
1251,"$100,000.00",NAmes,1957
1252,"$118,500.00",NAmes,1947
1253,"$146,000.00",NAmes,1957
1254,"$89,900.00",OldTown,1948
1255,"$114,000.00",OldTown,1925
1256,"$140,000.00",NAmes,1945
1257,"$86,900.00",OldTown,1940
1258,"$139,000.00",OldTown,1922
1259,"$106,250.00",OldTown,1900
1260,"$171,000.00",NAmes,1962
1261,"$139,000.00",NAmes,1968
1262,"$186,000.00",NAmes,1958
1263,"$157,000.00",NAmes,1960
1264,"$148,000.00",NAmes,1960
1265,"$242,000.00",NAmes,1960
1266,"$116,000.00",NAmes,1953
1267,"$94,000.00",NAmes,1951
1268,"$98,300.00",NAmes,1950
1269,"$127,000.00",NAmes,1960
1270,"$159,000.00",NAmes,1959
1271,"$125,900.00",NAmes,1962
1272,"$155,000.00",NAmes,1960
1273,"$138,000.00",NAmes,1948
1274,"$112,500.00",NAmes,1954
1275,"$105,500.00",NAmes,1954
1276,"$127,500.00",NAmes,1954
1277,"$130,000.00",NAmes,1961
1278,"$150,000.00",NAmes,1955
1279,"$109,500.00",NAmes,1954
1280,"$140,000.00",NAmes,1963
1281,"$167,900.00",NAmes,1964
1282,"$136,870.00",NAmes,1963
1283,"$143,000.00",OldTown,2008
1284,"$73,000.00",OldTown,1925
1285,"$157,500.00",OldTown,1904
1286,"$122,600.00",OldTown,1948
1287,"$111,000.00",OldTown,1910
1288,"$256,000.00",OldTown,1920
1289,"$64,000.00",OldTown,1940
1290,"$139,500.00",OldTown,1915
1291,"$118,000.00",OldTown,1910
1292,"$200,000.00",OldTown,2003
1293,"$119,164.00",OldTown,1940
1294,"$122,250.00",OldTown,1920
1295,"$120,000.00",OldTown,1920
1296,"$155,000.00",OldTown,1940
1297,"$78,000.00",OldTown,1910
1298,"$95,000.00",OldTown,1890
1299,"$115,000.00",OldTown,1948
1300,"$147,000.00",OldTown,1948
1301,"$140,000.00",OldTown,1946
1302,"$46,500.00",OldTown,1946
1303,"$112,500.00",OldTown,1957
1304,"$107,900.00",OldTown,1954
1305,"$65,000.00",OldTown,1949
1306,"$295,000.00",OldTown,1880
1307,"$139,500.00",OldTown,1900
1308,"$153,900.00",OldTown,1915
1309,"$132,000.00",OldTown,1920
1310,"$98,000.00",OldTown,1916
1311,"$114,000.00",OldTown,1900
1312,"$130,000.00",OldTown,1920
1313,"$129,500.00",OldTown,1917
1314,"$129,400.00",OldTown,1905
1315,"$161,000.00",OldTown,1928
1316,"$163,000.00",OldTown,1905
1317,"$128,000.00",OldTown,1914
1318,"$122,000.00",OldTown,1872
1319,"$116,900.00",OldTown,1926
1320,"$325,000.00",OldTown,1893
1321,"$55,000.00",OldTown,1920
1322,"$184,000.00",OldTown,1890
1323,"$110,000.00",OldTown,1959
1324,"$131,500.00",OldTown,1954
1325,"$97,000.00",OldTown,1956
1326,"$115,500.00",OldTown,1958
1327,"$138,000.00",BrkSide,1928
1328,"$108,000.00",BrkSide,1945
1329,"$79,500.00",BrkSide,1930
1330,"$153,000.00",BrkSide,1935
1331,"$109,500.00",BrkSide,1924
1332,"$124,000.00",BrkSide,1941
1333,"$106,900.00",BrkSide,1900
1334,"$164,900.00",BrkSide,1940
1335,"$119,000.00",BrkSide,1924
1336,"$120,000.00",BrkSide,1929
1337,"$157,000.00",BrkSide,1937
1338,"$105,000.00",BrkSide,1939
1339,"$113,000.00",BrkSide,1926
1340,"$115,000.00",BrkSide,1920
1341,"$79,000.00",BrkSide,1946
1342,"$123,000.00",BrkSide,1929
1343,"$81,300.00",BrkSide,1945
1344,"$162,900.00",BrkSide,1930
1345,"$150,000.00",BrkSide,1939
1346,"$123,500.00",OldTown,1923
1347,"$129,900.00",OldTown,1931
1348,"$128,000.00",BrkSide,1920
1349,"$68,500.00",BrkSide,1927
1350,"$127,000.00",BrkSide,1948
1351,"$207,000.00",BrkSide,1923
1352,"$184,000.00",BrkSide,1925
1353,"$162,500.00",BrkSide,1915
1354,"$145,000.00",BrkSide,1940
1355,"$130,000.00",BrkSide,1918
1356,"$160,000.00",OldTown,1910
1357,"$161,000.00",OldTown,1925
1358,"$127,500.00",OldTown,1910
1359,"$93,850.00",IDOTRR,1930
1360,"$136,000.00",IDOTRR,1952
1361,"$141,000.00",IDOTRR,1938
1362,"$120,000.00",IDOTRR,1915
1363,"$127,500.00",IDOTRR,1925
1364,"$127,000.00",IDOTRR,1925
1365,"$89,500.00",IDOTRR,1920
1366,"$125,000.00",OldTown,1955
1367,"$79,900.00",OldTown,1920
1368,"$85,000.00",IDOTRR,1912
1369,"$82,375.00",IDOTRR,1915
1370,"$135,000.00",IDOTRR,1906
1371,"$124,000.00",Sawyer,1947
1372,"$134,000.00",Sawyer,1968
1373,"$135,000.00",Sawyer,1948
1374,"$134,432.00",ClearCr,1959
1375,"$127,500.00",Edwards,1940
1376,"$148,000.00",Sawyer,1963
1377,"$129,500.00",Sawyer,1965
1378,"$157,500.00",Sawyer,1978
1379,"$109,900.00",Sawyer,1966
1380,"$145,000.00",Sawyer,1967
1381,"$130,000.00",Sawyer,1967
1382,"$153,000.00",Sawyer,1978
1383,"$120,000.00",Sawyer,1967
1384,"$152,000.00",Sawyer,1984
1385,"$108,959.00",Sawyer,1969
1386,"$95,541.00",Sawyer,1920
1387,"$80,000.00",Sawyer,1959
1388,"$149,350.00",Sawyer,1966
1389,"$144,900.00",Sawyer,1963
1390,"$185,000.00",Sawyer,1956
1391,"$165,000.00",Sawyer,1954
1392,"$235,000.00",ClearCr,1960
1393,"$140,000.00",Sawyer,1958
1394,"$108,000.00",Sawyer,1940
1395,"$145,000.00",ClearCr,1960
1396,"$152,400.00",Sawyer,1941
1397,"$144,000.00",Sawyer,1970
1398,"$173,000.00",ClearCr,1996
1399,"$192,000.00",ClearCr,1977
1400,"$245,000.00",ClearCr,1979
1401,"$241,500.00",ClearCr,1954
1402,"$256,000.00",ClearCr,1954
1403,"$177,000.00",Edwards,1959
1404,"$125,600.00",Edwards,1948
1405,"$155,000.00",Edwards,1953
1406,"$240,000.00",ClearCr,1908
1407,"$260,000.00",Edwards,1940
1408,"$185,000.00",Edwards,1918
1409,"$235,000.00",Edwards,1935
1410,"$159,900.00",Edwards,1956
1411,"$99,600.00",Edwards,1975
1412,"$134,500.00",Edwards,1962
1413,"$119,000.00",Edwards,1900
1414,"$107,500.00",Edwards,1910
1415,"$125,000.00",Edwards,1950
1416,"$79,000.00",Edwards,1924
1417,"$95,000.00",Edwards,1941
1418,"$262,280.00",SawyerW,1990
1419,"$260,000.00",SawyerW,1995
1420,"$226,500.00",SawyerW,1994
1421,"$225,000.00",SawyerW,1993
1422,"$229,000.00",SawyerW,1996
1423,"$177,439.00",CollgCr,2007
1424,"$248,500.00",CollgCr,2007
1425,"$475,000.00",CollgCr,2008
1426,"$395,039.00",CollgCr,2008
1427,"$228,000.00",SawyerW,1993
1428,"$225,000.00",SawyerW,1995
1429,"$195,000.00",ClearCr,1966
1430,"$200,000.00",ClearCr,1997
1431,"$155,000.00",CollgCr,1994
1432,"$144,000.00",CollgCr,1995
1433,"$145,000.00",CollgCr,1994
1434,"$226,001.00",CollgCr,1997
1435,"$215,700.00",CollgCr,1997
1436,"$207,500.00",CollgCr,2000
1437,"$193,000.00",CollgCr,1999
1438,"$188,000.00",CollgCr,1998
1439,"$191,000.00",CollgCr,1999
1440,"$221,000.00",CollgCr,2002
1441,"$231,500.00",CollgCr,2001
1442,"$235,000.00",CollgCr,2000
1443,"$223,500.00",CollgCr,2001
1444,"$130,250.00",CollgCr,1975
1445,"$149,900.00",CollgCr,1977
1446,"$158,000.00",CollgCr,1978
1447,"$147,000.00",CollgCr,1978
1448,"$143,195.00",CollgCr,1975
1449,"$163,000.00",CollgCr,1975
1450,"$110,000.00",CollgCr,1975
1451,"$127,000.00",CollgCr,1972
1452,"$124,900.00",CollgCr,1972
1453,"$230,000.00",CollgCr,2002
1454,"$237,000.00",CollgCr,2002
1455,"$235,000.00",CollgCr,2000
1456,"$230,500.00",CollgCr,2001
1457,"$230,000.00",CollgCr,1999
1458,"$222,500.00",CollgCr,1998
1459,"$287,000.00",CollgCr,2001
1460,"$274,000.00",CollgCr,2001
1461,"$300,000.00",CollgCr,2002
1462,"$255,900.00",CollgCr,2002
1463,"$224,900.00",CollgCr,2003
1464,"$240,000.00",CollgCr,2003
1465,"$183,000.00",CollgCr,2003
1466,"$207,000.00",CollgCr,1999
1467,"$210,000.00",CollgCr,1994
1468,"$136,500.00",CollgCr,2003
1469,"$145,000.00",CollgCr,2004
1470,"$208,900.00",CollgCr,1997
1471,"$185,000.00",CollgCr,1997
1472,"$214,000.00",CollgCr,2002
1473,"$208,500.00",CollgCr,2003
1474,"$186,500.00",CollgCr,2004
1475,"$210,000.00",CollgCr,2004
1476,"$185,900.00",CollgCr,2004
1477,"$179,900.00",CollgCr,2007
